sale_price,on_sale,sku
3675.00,,1202928-015
3675.00,,1237363-554
3675.00,,1237363-557
3675.00,,1237363-560
3675.00,,1237366-005
3675.00,,1276015-229
3675.00,,1276015-231
3675.00,,1299420-005
3675.00,,1324318-666
3652.50,,1171839-010
3652.50,,1171839-011
3652.50,,1171839-012
3652.50,,1171839-013
3652.50,,1171839-014
3652.50,,1171839-015
3648.75,,1307650-011
3648.75,,1307650-012
3648.75,,1307650-013
3648.75,,1307650-014
3648.75,,1307650-015
3645.00,,1182412-005
3637.50,,1273231-005
3637.50,,1273232-005
3637.50,,1296752-005
3637.50,,1298358-005
3637.50,,1327015-005
3630.00,,1321190-005
3622.50,,1286776-005
3600.00,,1120457-557
3600.00,,1120457-560
3600.00,,1311119-005
3596.25,,1287335-010
3596.25,,1287335-011
3596.25,,1287335-012
3596.25,,1287335-013
3596.25,,1287335-014
3596.25,,1287335-015
3596.25,,1287336-010
3596.25,,1287336-011
3596.25,,1287336-012
3596.25,,1287336-013
3596.25,,1287336-014
3596.25,,1287336-015
3592.50,,1176305-666
3592.50,,1276158-005
3588.75,,1232971-005
3585.00,,1312810-229
3585.00,,1312810-231
3581.25,,1317889-666
3577.50,,1321189-005
3566.25,,1298337-005
3566.25,,1298341-005
3562.50,,1298347-005
3562.50,,1299431-005
3562.50,,1311022-005
3555.00,,1254031-010
3555.00,,1254031-011
3555.00,,1254031-012
3555.00,,1254031-013
3555.00,,1254031-014
3555.00,,1254031-015
3547.50,,1180553-012
3547.50,,1180553-013
3547.50,,1180553-014
3525.00,,1245784-005
3525.00,,1256098-010
3525.00,,1256098-011
3525.00,,1256098-012
3525.00,,1256098-013
3525.00,,1256098-014
3525.00,,1256098-015
3525.00,,1261848-009
3525.00,,1261848-010
3525.00,,1261848-011
3525.00,,1261848-012
3525.00,,1261848-013
3525.00,,1261848-014
3525.00,,1287343-010
3525.00,,1287343-011
3525.00,,1287343-012
3525.00,,1287343-013
3525.00,,1287343-014
3525.00,,1292230-670
3525.00,,1298334-005
3525.00,,1316620-005
3517.50,,1218081-011
3517.50,,1218081-012
3517.50,,1218081-013
3513.75,,1279203-005
3510.00,,1179282-005
3487.50,,1308842-005
3480.00,,1256471-005
3465.00,,1286422-005
3450.00,,1301200-005
3450.00,,1302410-005
3442.50,,1046219-005
3442.50,,1244947-2819
3442.50,,1244947-2822
3442.50,,1244947-2826
3442.50,,1254981-666
3442.50,,1254981-670
3442.50,,1256841-012
3442.50,,1256841-013
3442.50,,1256841-014
3442.50,,1256841-015
3442.50,,1256841-017
3442.50,,1256841-018
3442.50,,1298346-005
3438.75,,1044899-010
3438.75,,1044899-011
3438.75,,1044899-012
3438.75,,1044899-013
3438.75,,1044899-014
3438.75,,1044899-015
3438.75,,1044899-016
3438.75,,1288375-012
3438.75,,1288375-013
3438.75,,1288375-014
3438.75,,1314782-005
3435.00,,1317230-666
3431.25,,1292097-010
3431.25,,1292097-012
3431.25,,1292097-013
3431.25,,1292097-014
3431.25,,1292097-016
3427.50,,1133196-011
3427.50,,1133196-012
3427.50,,1133196-013
3427.50,,1133196-014
3427.50,,1133196-015
3427.50,,1289600-009
3427.50,,1289600-010
3427.50,,1289600-011
3427.50,,1289600-012
3427.50,,1289600-013
3423.75,,1207426-005
3423.75,,1207444-005
3420.00,,1246404-005
3420.00,,1306544-010
3420.00,,1306544-011
3420.00,,1306544-012
3420.00,,1306544-013
3420.00,,1306544-014
3420.00,,1309279-005
3412.50,,1150892-005
3412.50,,1277430-010
3412.50,,1277430-011
3412.50,,1277430-012
3412.50,,1277430-013
3412.50,,1277430-014
3412.50,,1277430-015
3412.50,,1297279-010
3412.50,,1297279-011
3412.50,,1297279-012
3412.50,,1297279-013
3412.50,,1297279-014
3386.25,,1189515-010
3386.25,,1189515-011
3386.25,,1189515-012
3386.25,,1189515-013
3386.25,,1189515-014
3375.00,,1205551-666
3375.00,,1205551-670
3375.00,,1232222-005
3375.00,,1275283-010
3375.00,,1275283-011
3375.00,,1275283-012
3375.00,,1275283-013
3375.00,,1275283-014
3375.00,,1275283-015
3375.00,,1286524-666
3375.00,,1286524-670
3375.00,,1286791-672
3375.00,,1305175-005
3352.50,,1201876-011
3352.50,,1201876-013
3352.50,,1237702-011
3352.50,,1237702-012
3345.00,,1151351-010
3345.00,,1151351-011
3345.00,,1151351-012
3345.00,,1151351-013
3345.00,,1151351-014
3345.00,,1151351-015
3345.00,,1263725-011
3345.00,,1263725-012
3345.00,,1263725-013
3345.00,,1263725-014
3345.00,,1263725-015
3345.00,,1298058-011
3345.00,,1298058-012
3345.00,,1298058-013
3345.00,,1298058-014
3337.50,,1120498-554
3337.50,,1120498-557
3337.50,,1120498-560
3337.50,,1214645-005
3337.50,,1240329-011
3337.50,,1240329-012
3337.50,,1240329-013
3337.50,,1240329-014
3337.50,,1240329-015
3337.50,,1282642-009
3337.50,,1282642-010
3337.50,,1282642-011
3337.50,,1282642-012
3337.50,,1282642-013
3337.50,,1299946-005
3337.50,,1302431-005
3330.00,,1106900-005
3307.50,,1141362-666
3307.50,,1141362-670
3307.50,,1211909-666
3307.50,,1211909-670
3307.50,,1244836-2822
3303.75,,1286463-005
3300.00,,1104808-010
3300.00,,1104808-011
3300.00,,1104808-012
3300.00,,1104808-013
3300.00,,1104808-014
3300.00,,1202945-011
3300.00,,1202945-012
3300.00,,1202945-013
3300.00,,1202945-014
3300.00,,1202945-015
3300.00,,1216806-666
3300.00,,1216806-670
3292.50,,1301263-010
3292.50,,1301263-011
3292.50,,1301263-012
3292.50,,1301263-013
3292.50,,1301263-014
3292.50,,1301265-010
3292.50,,1301265-011
3292.50,,1301265-012
3292.50,,1301265-013
3292.50,,1301282-010
3292.50,,1301282-011
3292.50,,1301282-012
3292.50,,1301282-013
3292.50,,1301282-014
3281.25,,1298343-005
3277.50,,1202547-005
3277.50,,1298043-011
3277.50,,1298043-012
3277.50,,1298043-013
3270.00,,1238817-005
3270.00,,1242560-010
3270.00,,1242560-011
3270.00,,1242560-012
3270.00,,1242560-013
3270.00,,1242560-014
3270.00,,1280695-005
3262.50,,1278242-009
3262.50,,1278242-010
3262.50,,1278242-011
3262.50,,1278242-012
3262.50,,1278242-013
3262.50,,1286299-010
3262.50,,1286299-011
3262.50,,1286299-012
3262.50,,1286299-013
3247.50,,1120451-560
3240.00,,1084174-005
3240.00,,1237633-005
3240.00,,1266050-305
3228.75,,1323886-005
3225.00,,1213120-005
3225.00,,1312210-005
3225.00,,1326096-670
3225.00,,1326097-005
3217.50,,1106927-005
3217.50,,1107440-005
3217.50,,1283481-005
3217.50,,1301281-011
3217.50,,1301281-012
3217.50,,1301281-013
3210.00,,1292056-005
3206.25,,1289262-010
3206.25,,1289262-011
3206.25,,1289262-012
3206.25,,1289262-013
3206.25,,1289262-014
3206.25,,1289262-015
3206.25,,1289262-016
3206.25,,1289262-017
3206.25,,1311801-010
3206.25,,1311801-011
3206.25,,1311801-012
3206.25,,1311801-013
3206.25,,1311801-014
3206.25,,1311801-015
3206.25,,1311801-016
3206.25,,1311801-017
3202.50,,1088555-010
3202.50,,1088555-011
3202.50,,1088555-012
3202.50,,1088555-013
3202.50,,1088555-014
3202.50,,1088555-015
3202.50,,1243070-005
3202.50,,1256404-005
3191.25,,1308412-005
3191.25,,1311474-010
3191.25,,1311474-011
3191.25,,1311474-012
3191.25,,1311474-013
3191.25,,1311474-014
3191.25,,1311474-015
3191.25,,1311474-016
3187.50,,1182413-005
3187.50,,1190308-005
3187.50,,1261858-010
3187.50,,1261858-011
3187.50,,1261858-012
3187.50,,1261858-013
3187.50,,1261858-014
3187.50,,1309548-666
3187.50,,1309548-670
3172.50,,1120465-560
3172.50,,1286795-670
3165.00,,1235001-005
3161.25,,1283403-010
3161.25,,1283403-011
3161.25,,1283403-012
3161.25,,1283403-013
3161.25,,1283403-014
3150.00,,1237402-2818
3150.00,,1237402-2820
3150.00,,1237402-2824
3150.00,,1237403-557
3150.00,,1237403-560
3150.00,,1296120-010
3150.00,,1296120-011
3150.00,,1296120-012
3142.50,,1120489-005
3142.50,,1282654-009
3142.50,,1282654-010
3142.50,,1282654-011
3142.50,,1282654-012
3142.50,,1292026-005
3135.00,,1281791-011
3135.00,,1281791-012
3135.00,,1281791-013
3135.00,,1281791-014
3135.00,,1281791-015
3127.50,,1207427-2896
3127.50,,1207427-2897
3127.50,,1237690-011
3127.50,,1237690-013
3127.50,,1237690-014
3120.00,,1259400-010
3120.00,,1259400-011
3120.00,,1259400-012
3120.00,,1259400-013
3120.00,,1299573-005
3112.50,,1202594-005
3112.50,,1277450-009
3112.50,,1277450-010
3112.50,,1277450-011
3112.50,,1277450-012
3112.50,,1277450-013
3112.50,,1277450-014
3108.75,,1105760-005
3105.00,,1101323-305
3105.00,,1164110-2820
3105.00,,1164110-2824
3105.00,,1164110-2826
3105.00,,1228151-005
3090.00,,1214634-005
3090.00,,1286407-005
3075.00,,1115346-005
3075.00,,1207988-011
3075.00,,1207988-012
3075.00,,1207988-013
3075.00,,1207988-014
3075.00,,1207988-015
3075.00,,1237432-666
3075.00,,1317888-005
3075.00,,1319723-005
3075.00,,1322647-005
3060.00,,1256668-010
3060.00,,1256668-011
3060.00,,1256668-012
3060.00,,1256668-013
3056.25,,1201649-010
3056.25,,1201649-011
3056.25,,1201649-012
3056.25,,1201649-013
3056.25,,1201649-014
3056.25,,1201649-015
3052.50,,1287348-010
3052.50,,1287348-011
3052.50,,1287348-012
3041.25,,1298170-011
3041.25,,1298170-012
3041.25,,1298170-013
3041.25,,1298170-015
3041.25,,1298170-016
3037.50,,1178579-005
3037.50,,1221122-010
3037.50,,1221122-011
3037.50,,1221122-012
3037.50,,1221122-013
3037.50,,1221122-014
3037.50,,1281808-011
3037.50,,1281808-012
3037.50,,1281808-013
3037.50,,1298345-005
3037.50,,1309545-666
3037.50,,1309545-670
3037.50,,1309545-674
3037.50,,1309555-666
3037.50,,1309555-670
3026.25,,1243534-005
3022.50,,1179549-005
3022.50,,1247062-005
3022.50,,1247063-005
3011.25,,1281793-011
3011.25,,1281793-012
3011.25,,1281793-013
3011.25,,1281793-014
3003.75,,1217411-005
3000.00,,1183562-009
3000.00,,1183562-010
3000.00,,1183562-011
3000.00,,1183562-012
3000.00,,1276194-011
3000.00,,1276194-012
3000.00,,1276194-013
3000.00,,1276194-014
3000.00,,1302470-2816
3000.00,,1302470-2819
3000.00,,1302470-2822
2996.25,,1113505-010
2996.25,,1113505-011
2996.25,,1113505-012
2996.25,,1113505-013
2996.25,,1113505-014
2996.25,,1258851-005
2996.25,,1258858-005
2996.25,,1280698-005
2996.25,,1286410-005
2992.50,,1207365-009
2992.50,,1207365-010
2992.50,,1207365-011
2992.50,,1207365-012
2992.50,,1207365-013
2992.50,,1207365-014
2992.50,,1207365-015
2992.50,,1282656-009
2992.50,,1282656-010
2992.50,,1282656-011
2992.50,,1282656-012
2992.50,,1282656-013
2992.50,,1285198-010
2992.50,,1285198-011
2992.50,,1285198-013
2992.50,,1285198-014
2992.50,,1298356-005
2988.75,,1285969-005
2985.00,,1289264-011
2985.00,,1289264-012
2985.00,,1289264-013
2985.00,,1289264-014
2985.00,,1289264-015
2985.00,,1289264-016
2985.00,,1297272-010
2985.00,,1297272-011
2985.00,,1297272-012
2985.00,,1297272-013
2985.00,,1299513-2820
2985.00,,1299513-2822
2985.00,,1299513-2826
2981.25,,1246405-005
2977.50,,1301287-010
2977.50,,1301287-011
2977.50,,1301287-012
2977.50,,1301287-013
2970.00,,1163881-005
2970.00,,1240252-011
2970.00,,1240252-012
2970.00,,1240252-013
2970.00,,1288743-670
2962.50,,1237352-005
2962.50,,1302440-005
2962.50,,1317894-005
2958.75,,1292180-011
2958.75,,1292180-012
2958.75,,1292180-013
2958.75,,1292180-014
2958.75,,1292180-015
2958.75,,1292180-016
2955.00,,1297331-005
2947.50,,1292486-005
2940.00,,1182414-005
2932.50,,1217412-005
2932.50,,1299255-2896
2932.50,,1299255-2897
2925.00,,1296117-010
2925.00,,1296117-011
2925.00,,1296117-012
2925.00,,1296117-013
2925.00,,1296117-014
2925.00,,1322648-670
2925.00,,1324641-670
2910.00,,1247061-005
2906.25,,1227045-005
2902.50,,1193225-010
2902.50,,1193225-012
2902.50,,1193225-013
2902.50,,1240324-012
2902.50,,1240324-013
2902.50,,1240324-014
2895.00,,1161096-011
2895.00,,1161096-012
2895.00,,1161096-013
2895.00,,1161096-014
2895.00,,1161096-015
2887.50,,1133206-012
2887.50,,1133206-013
2887.50,,1133206-014
2887.50,,1296753-005
2887.50,,1299409-005
2883.75,,1258350-011
2883.75,,1258350-012
2883.75,,1258350-013
2883.75,,1258350-014
2883.75,,1258350-016
2872.50,,1187692-2819
2872.50,,1187692-2820
2872.50,,1187692-2822
2872.50,,1187692-2824
2872.50,,1263729-011
2872.50,,1263729-012
2872.50,,1263729-013
2872.50,,1263729-014
2872.50,,1263729-015
2872.50,,1297319-005
2872.50,,1297320-005
2857.50,,1285300-005
2853.75,,1287609-005
2850.00,,1278241-009
2850.00,,1278241-010
2850.00,,1278241-011
2850.00,,1278241-012
2850.00,,1278241-013
2850.00,,1311913-005
2846.25,,1216515-005
2842.50,,1201650-010
2842.50,,1201650-011
2842.50,,1201650-012
2842.50,,1201650-013
2842.50,,1201650-014
2842.50,,1201650-015
2842.50,,1225835-005
2842.50,,1254034-010
2842.50,,1254034-011
2842.50,,1254034-012
2842.50,,1254034-013
2842.50,,1254034-014
2842.50,,1254034-015
2838.75,,1256662-011
2838.75,,1256662-012
2838.75,,1256662-013
2838.75,,1256662-014
2838.75,,1256686-010
2838.75,,1256686-011
2838.75,,1256686-012
2838.75,,1256686-013
2838.75,,1256686-014
2838.75,,1256686-015
2835.00,,1223075-2896
2835.00,,1223075-2897
2831.25,,1235088-005
2831.25,,1235089-005
2831.25,,1318082-005
2820.00,,1221133-010
2820.00,,1221133-011
2820.00,,1221133-012
2820.00,,1221133-013
2820.00,,1221133-014
2820.00,,1221133-015
2820.00,,1266546-009
2820.00,,1266546-010
2820.00,,1266546-011
2820.00,,1266546-012
2820.00,,1266546-013
2820.00,,1266546-014
2820.00,,1266546-015
2820.00,,1308845-305
2820.00,,1308845-311
2816.25,,1072522-010
2816.25,,1072522-011
2816.25,,1072522-012
2816.25,,1072522-013
2816.25,,1072522-014
2812.50,,1243109-005
2812.50,,1243110-005
2812.50,,1243111-005
2812.50,,1291993-012
2812.50,,1291993-013
2812.50,,1291993-014
2812.50,,1296803-005
2812.50,,1297651-010
2812.50,,1297651-011
2812.50,,1297651-012
2812.50,,1297651-013
2812.50,,1297651-014
2812.50,,1297651-015
2812.50,,1298342-005
2812.50,,1318006-005
2805.00,,1297330-005
2805.00,,1299240-304
2805.00,,1299240-305
2805.00,,1299240-311
2805.00,,1315108-011
2805.00,,1315108-012
2782.50,,1078835-005
2782.50,,1323587-005
2775.00,,1286527-666
2775.00,,1286527-670
2775.00,,1286527-674
2775.00,,1303189-009
2775.00,,1303189-010
2775.00,,1303189-011
2775.00,,1303189-012
2775.00,,1303189-013
2775.00,,1303189-014
2775.00,,1303189-015
2775.00,,1303192-010
2775.00,,1303192-011
2775.00,,1303192-012
2775.00,,1303192-013
2775.00,,1303192-014
2775.00,,1303192-015
2775.00,,1339179-005
2771.25,,1206460-010
2771.25,,1206460-011
2771.25,,1206460-012
2771.25,,1206460-013
2771.25,,1206460-014
2771.25,,1206460-015
2771.25,,1279207-005
2767.50,,1301599-010
2767.50,,1301599-011
2767.50,,1301599-012
2760.00,,1297321-005
2748.75,,1240633-009
2748.75,,1240633-010
2748.75,,1240633-011
2748.75,,1240633-012
2748.75,,1240633-013
2737.50,,1278237-009
2737.50,,1278237-010
2737.50,,1278237-011
2737.50,,1278237-012
2737.50,,1278237-013
2737.50,,1286523-005
2737.50,,1311899-005
2730.00,,1256823-005
2730.00,,1298000-011
2730.00,,1298000-012
2730.00,,1298000-013
2730.00,,1298000-014
2730.00,,1298000-015
2726.25,,1317240-005
2722.50,,1119486-005
2718.75,,1278625-005
2718.75,,1278626-005
2707.50,,1185169-005
2707.50,,1207421-005
2707.50,,1214637-666
2707.50,,1214637-670
2707.50,,1291025-005
2703.75,,1317283-005
2700.00,,1066178-010
2700.00,,1066178-011
2700.00,,1066178-012
2700.00,,1066178-013
2700.00,,1066178-014
2700.00,,1066178-015
2700.00,,1066178-016
2700.00,,1255354-011
2700.00,,1255354-012
2700.00,,1255354-013
2700.00,,1255354-014
2700.00,,1255354-015
2700.00,,1275593-005
2700.00,,1302437-005
2700.00,,1312225-305
2696.25,,1196448-005
2692.50,,1298023-011
2692.50,,1298023-012
2692.50,,1298023-013
2692.50,,1298023-014
2688.75,,1152327-005
2685.00,,1240251-011
2685.00,,1240251-012
2685.00,,1240251-013
2685.00,,1240251-014
2677.50,,1197364-010
2677.50,,1197364-012
2677.50,,1197364-014
2677.50,,1301284-010
2677.50,,1301284-011
2677.50,,1301284-012
2677.50,,1301284-013
2677.50,,1301284-014
2670.00,,1218755-670
2670.00,,1221385-005
2670.00,,1242237-666
2670.00,,1242237-670
2670.00,,1242238-005
2666.25,,1285612-666
2662.50,,1084509-009
2662.50,,1084509-010
2662.50,,1084509-011
2662.50,,1084509-012
2662.50,,1084509-013
2662.50,,1084509-014
2662.50,,1084509-015
2662.50,,1179307-005
2662.50,,1237601-005
2662.50,,1258859-005
2658.75,,1286411-005
2655.00,,1299242-005
2651.25,,1236917-666
2651.25,,1306538-011
2651.25,,1306538-012
2651.25,,1306538-013
2651.25,,1306538-014
2651.25,,1306538-015
2647.50,,1228386-2897
2647.50,,1297226-011
2647.50,,1297226-012
2647.50,,1297226-013
2647.50,,1297226-014
2647.50,,1297226-015
2647.50,,1297226-016
2647.50,,1297237-012
2647.50,,1297237-013
2647.50,,1297237-014
2640.00,,1217393-005
2640.00,,1218495-666
2640.00,,1218495-670
2640.00,,1279998-012
2640.00,,1279998-013
2640.00,,1279998-014
2636.25,,1283378-010
2636.25,,1283378-011
2636.25,,1283378-012
2636.25,,1283378-013
2636.25,,1283378-014
2636.25,,1283378-015
2636.25,,1283382-010
2636.25,,1283382-011
2636.25,,1283382-012
2636.25,,1283382-013
2632.50,,1284497-010
2632.50,,1284497-011
2632.50,,1284497-012
2632.50,,1284497-013
2632.50,,1284497-014
2632.50,,1284497-015
2625.00,,1116983-008
2625.00,,1116983-009
2625.00,,1116983-010
2625.00,,1116983-011
2625.00,,1116983-012
2625.00,,1116983-013
2625.00,,1116983-014
2625.00,,1116983-015
2625.00,,1116983-016
2625.00,,1175623-666
2625.00,,1202937-009
2625.00,,1202937-010
2625.00,,1202937-011
2625.00,,1202937-012
2625.00,,1202937-013
2625.00,,1202937-014
2625.00,,1202937-015
2625.00,,1202946-010
2625.00,,1202946-011
2625.00,,1202946-012
2625.00,,1202946-013
2625.00,,1202946-014
2625.00,,1240808-011
2625.00,,1240808-012
2625.00,,1240808-013
2625.00,,1240808-014
2625.00,,1240811-011
2625.00,,1240811-012
2625.00,,1240811-013
2625.00,,1240811-014
2625.00,,1275289-010
2625.00,,1275289-011
2625.00,,1275289-012
2625.00,,1275289-013
2625.00,,1275289-014
2625.00,,1275289-015
2625.00,,1276166-011
2625.00,,1276166-012
2625.00,,1276166-013
2625.00,,1276166-014
2625.00,,1276166-015
2625.00,,1283259-005
2625.00,,1286529-666
2625.00,,1286529-670
2625.00,,1286530-666
2625.00,,1286530-670
2625.00,,1302468-304
2625.00,,1302468-305
2625.00,,1302468-311
2625.00,,1302622-009
2625.00,,1302622-010
2625.00,,1302622-011
2625.00,,1302622-012
2625.00,,1302622-013
2625.00,,1302622-014
2625.00,,1302622-015
2625.00,,1302632-010
2625.00,,1302632-011
2625.00,,1302632-012
2625.00,,1302632-013
2625.00,,1302632-014
2625.00,,1302632-015
2625.00,,1309549-666
2625.00,,1309549-670
2625.00,,1309552-666
2625.00,,1309552-670
2621.25,,1266569-010
2621.25,,1266569-011
2621.25,,1266569-012
2621.25,,1266569-013
2621.25,,1266569-014
2621.25,,1266569-015
2617.50,,1237698-009
2617.50,,1237698-010
2617.50,,1237698-011
2617.50,,1237698-012
2617.50,,1237698-013
2610.00,,1162594-005
2610.00,,1257014-010
2610.00,,1257014-011
2610.00,,1257014-012
2610.00,,1257014-013
2610.00,,1257014-014
2602.50,,1155142-557
2602.50,,1155142-560
2602.50,,1279208-005
2602.50,,1285302-005
2602.50,,1286428-005
2602.50,,1316619-666
2602.50,,1316619-670
2595.00,,1243532-005
2595.00,,1263715-011
2595.00,,1263715-012
2595.00,,1263715-013
2595.00,,1263715-014
2595.00,,1263715-015
2595.00,,1298036-011
2595.00,,1298036-012
2595.00,,1298036-013
2595.00,,1298036-014
2595.00,,1298036-015
2591.25,,1275286-010
2591.25,,1275286-011
2591.25,,1275286-012
2591.25,,1275286-013
2591.25,,1275286-014
2591.25,,1283269-666
2587.50,,1217413-005
2587.50,,1240281-005
2587.50,,1275279-010
2587.50,,1275279-011
2587.50,,1275279-012
2587.50,,1275279-013
2587.50,,1275279-014
2587.50,,1275279-015
2587.50,,1280758-010
2587.50,,1280758-011
2587.50,,1280758-012
2587.50,,1285855-005
2587.50,,1299391-005
2587.50,,1302420-005
2587.50,,1304047-011
2587.50,,1304047-012
2587.50,,1304047-013
2587.50,,1304047-014
2587.50,,1304047-015
2587.50,,1312987-670
2572.50,,1168988-009
2572.50,,1168988-010
2572.50,,1168988-011
2572.50,,1168988-012
2572.50,,1168988-013
2572.50,,1168988-014
2572.50,,1168988-015
2572.50,,1283497-005
2568.75,,1187669-005
2568.75,,1259402-229
2568.75,,1259402-231
2565.00,,1201302-005
2565.00,,1299245-305
2565.00,,1299245-311
2561.25,,1285991-005
2557.50,,1297280-010
2557.50,,1297280-011
2557.50,,1297280-012
2557.50,,1297280-013
2557.50,,1297280-014
2557.50,,1321590-670
2557.50,,1321606-670
2550.00,,1116066-005
2550.00,,1172540-666
2550.00,,1184152-666
2550.00,,1184152-668
2550.00,,1256827-013
2550.00,,1275591-005
2550.00,,1302441-005
2550.00,,1317234-670
2546.25,,1304039-011
2546.25,,1304039-012
2546.25,,1304039-013
2546.25,,1304039-014
2542.50,,1100914-005
2542.50,,1276337-012
2542.50,,1276337-013
2542.50,,1276337-014
2542.50,,1308846-005
2535.00,,1202633-005
2535.00,,1216497-005
2531.25,,1169664-010
2531.25,,1169664-011
2531.25,,1169664-012
2531.25,,1169664-013
2531.25,,1169664-014
2527.50,,1205530-005
2523.75,,1216500-005
2520.00,,1120470-557
2512.50,,1277462-010
2512.50,,1277462-011
2512.50,,1277462-012
2512.50,,1277462-013
2512.50,,1277462-014
2512.50,,1296125-010
2512.50,,1296125-011
2512.50,,1296125-012
2512.50,,1296125-013
2512.50,,1296125-014
2512.50,,1326103-670
2508.75,,1298177-011
2508.75,,1298177-013
2508.75,,1298177-015
2505.00,,1106907-005
2505.00,,1116309-005
2505.00,,1139929-005
2505.00,,1144004-011
2505.00,,1144004-012
2505.00,,1144004-013
2505.00,,1144004-014
2505.00,,1144004-015
2505.00,,1144004-016
2505.00,,1244934-2819
2505.00,,1251865-010
2505.00,,1251865-011
2505.00,,1251865-012
2505.00,,1251865-013
2501.25,,1285299-005
2497.50,,1187694-2819
2497.50,,1187694-2820
2497.50,,1187694-2822
2497.50,,1223097-005
2493.75,,1107434-005
2493.75,,1108289-005
2490.00,,1206733-005
2490.00,,1230943-666
2490.00,,1256355-005
2490.00,,1256448-005
2490.00,,1304590-005
2490.00,,1304602-005
2490.00,,1304603-005
2490.00,,1304617-005
2486.25,,1297282-010
2486.25,,1297282-011
2486.25,,1297282-012
2486.25,,1297282-013
2486.25,,1297282-014
2486.25,,1297299-010
2486.25,,1297299-011
2486.25,,1297299-012
2486.25,,1297299-013
2486.25,,1297299-014
2482.50,,1207431-005
2482.50,,1238813-662
2482.50,,1238813-666
2482.50,,1238813-670
2482.50,,1238813-674
2482.50,,1309556-666
2482.50,,1309556-670
2475.00,,1161112-011
2475.00,,1161112-012
2475.00,,1161112-013
2475.00,,1161112-014
2475.00,,1161112-015
2475.00,,1300272-005
2467.50,,1185168-005
2467.50,,1289712-012
2467.50,,1289712-013
2467.50,,1289712-014
2467.50,,1301286-009
2467.50,,1301286-010
2467.50,,1301286-011
2467.50,,1301286-012
2467.50,,1301286-013
2460.00,,1190064-005
2460.00,,1285510-005
2460.00,,1316031-005
2456.25,,1256676-010
2456.25,,1256676-011
2456.25,,1256676-012
2456.25,,1256676-013
2456.25,,1256676-014
2456.25,,627633-005
2452.50,,1190085-666
2452.50,,1190085-670
2452.50,,1237349-005
2452.50,,1237350-005
2452.50,,1251841-010
2452.50,,1251841-011
2452.50,,1251841-012
2452.50,,1251841-013
2452.50,,1251841-014
2448.75,,1124544-654
2448.75,,1124544-658
2448.75,,1124544-666
2448.75,,1124544-670
2448.75,,1124548-654
2448.75,,1124548-658
2448.75,,1124548-666
2448.75,,1124548-670
2445.00,,1216813-664
2445.00,,1216813-666
2445.00,,1216813-668
2445.00,,1216813-670
2445.00,,1286495-666
2445.00,,1286495-670
2439.00,,1203643-011
2439.00,,1203643-012
2439.00,,1203643-013
2439.00,,1203643-014
2437.50,,1159249-005
2437.50,,1228144-2814
2437.50,,1228144-2816
2437.50,,1228144-2819
2437.50,,1228154-005
2437.50,,1232974-005
2437.50,,1252653-010
2437.50,,1252653-011
2437.50,,1252653-012
2437.50,,1252653-013
2437.50,,1252653-014
2437.50,,1252653-015
2437.50,,1277441-010
2437.50,,1277441-011
2437.50,,1277441-012
2437.50,,1277441-013
2437.50,,1277441-014
2433.75,,1251863-010
2433.75,,1251863-011
2433.75,,1251863-012
2433.75,,1251863-013
2433.75,,1251863-014
2433.75,,1251863-015
2433.75,,1251863-016
2430.00,,1072525-010
2430.00,,1072525-011
2430.00,,1072525-012
2430.00,,1072525-013
2430.00,,1072525-014
2430.00,,1164079-005
2430.00,,1235109-010
2430.00,,1235109-011
2430.00,,1235109-012
2430.00,,1235109-013
2430.00,,1235109-014
2430.00,,1235109-015
2430.00,,1235109-016
2430.00,,1235109-017
2430.00,,1244963-2819
2430.00,,1245730-666
2430.00,,1245730-670
2430.00,,1281429-005
2430.00,,1288754-670
2426.25,,1289583-005
2422.50,,1238723-005
2418.75,,1276334-010
2418.75,,1276334-011
2418.75,,1276334-012
2418.75,,1276334-013
2418.75,,1285279-005
2418.75,,1318719-005
2418.75,,1318721-005
2411.25,,1171840-010
2411.25,,1171840-011
2411.25,,1171840-012
2411.25,,1171840-013
2411.25,,1171840-014
2407.50,,1106909-005
2407.50,,1317887-005
2403.75,,1303755-010
2403.75,,1303755-011
2403.75,,1303755-012
2403.75,,1303755-013
2403.75,,1303755-014
2400.00,,1185316-005
2400.00,,1230929-005
2400.00,,1285513-005
2400.00,,1300280-005
2397.00,,1207386-011
2397.00,,1207386-012
2397.00,,1207386-013
2392.50,,1263717-011
2392.50,,1263717-012
2392.50,,1263717-013
2392.50,,1263717-014
2392.50,,1263717-015
2388.75,,1189402-010
2388.75,,1189402-011
2388.75,,1189402-012
2388.75,,1189402-013
2388.75,,1189402-014
2388.75,,1189402-015
2388.75,,1189402-016
2385.00,,1244894-2816
2385.00,,1292253-005
2377.50,,1232977-005
2377.50,,1299238-2819
2377.50,,1299238-2820
2377.50,,1299238-2824
2377.50,,1299238-2826
2370.00,,1198192-008
2370.00,,1198192-009
2370.00,,1198192-010
2370.00,,1198192-011
2370.00,,1198192-012
2370.00,,1198192-013
2370.00,,1198192-014
2370.00,,1198192-015
2370.00,,1198192-016
2370.00,,1204443-010
2370.00,,1204443-011
2370.00,,1204443-012
2370.00,,1204443-013
2370.00,,1204443-014
2370.00,,1204443-015
2370.00,,1204443-016
2370.00,,1213674-010
2370.00,,1213674-011
2370.00,,1213674-012
